time_s,node,event
4.761908028,client-2,assoc
15.892249207999999,client-8,assoc
15.896178688,client-1,assoc
27.237490789,client-2,send
27.267560330000002,client-2,recv
29.302751891,client-5,assoc
29.304340907999997,client-9,assoc
30.664341795,client-1,send
30.687342036999997,client-1,recv
31.409763185,client-2,send
31.437500684,client-2,recv
33.082262082,client-7,assoc
33.084625697,client-15,assoc
33.085433179,client-4,assoc
33.087492637000004,client-3,assoc
36.117346403000006,client-1,send
36.147512199,client-1,recv
36.837301301,client-2,send
36.867565901,client-2,recv
38.037516338,client-8,send
38.067580576,client-8,recv
39.087544411,client-9,send
39.357509275999995,client-9,recv
39.717189733,client-5,send
39.807703305000004,client-5,recv
40.917589155,client-2,send
40.947547671,client-2,recv
41.037414324,client-1,send
41.067637833,client-1,recv
43.467678723999995,client-8,send
43.497701321,client-8,recv
43.737701091000005,client-5,send
43.767474598,client-5,recv
44.007301756000004,client-9,send
44.037714238,client-9,recv
45.807559853,client-1,send
45.837637127,client-1,recv
46.377693023,client-2,send
46.407762827,client-2,recv
48.02769258,client-9,send
48.057835088,client-9,recv
48.715532530999994,client-6,assoc
49.437591392,client-8,send
49.467741488,client-8,recv
49.767329638,client-5,send
49.797824776,client-5,recv
50.217540637999996,client-1,send
50.247736456,client-1,recv
50.817582201,client-3,send
50.847560719,client-3,recv
50.937669236000005,client-2,send
50.967659312,client-2,recv
52.377716282,client-15,send
52.437791203,client-15,recv
52.4379111,client-9,send
52.49785866,client-9,recv
52.797585192,client-7,send
52.82779616,client-7,recv
54.267553893,client-1,send
54.297773013,client-1,recv
54.687611721,client-8,send
54.717890067,client-8,recv
55.077622655,client-5,send
55.107765479,client-5,recv
55.70737699,client-3,send
55.737862278,client-3,recv
56.187695454,client-2,send
56.217803089,client-2,recv
56.487583159,client-9,send
56.517864671000005,client-9,recv
56.60764177,client-4,send
56.637871431,client-4,recv
56.854527493,client-7,send
56.87785276699999,client-7,recv
57.627429723,client-15,send
57.65762873,client-15,recv
59.157763432,client-1,send
59.187765147,client-1,recv
59.997686054999996,client-5,send
60.027906564,client-5,recv
60.657688641,client-8,send
60.687968322,client-8,recv
60.837594437,client-4,send
60.867823971,client-4,recv
60.957624700000004,client-2,send
60.987788503000004,client-2,recv
61.197629760000005,client-3,send
61.227970001,client-3,recv
61.737593231,client-7,send
61.767586123,client-7,recv
61.797390621,client-9,send
61.827730396,client-9,recv
62.187474811,client-15,send
62.217948445000005,client-15,recv
63.477717985000005,client-1,send
63.507799605,client-1,recv
65.097654738,client-5,send
65.127936161,client-5,recv
65.340056127,client-8,send
65.36790470700001,client-8,recv
65.368030887,client-2,send
65.397455317,client-2,recv
65.427668763,client-3,send
65.457881637,client-3,recv
66.117826518,client-9,send
66.14799503799999,client-9,recv
66.657596179,client-4,send
66.688016516,client-4,recv
66.867601516,client-15,send
66.897964379,client-15,recv
67.227750723,client-7,send
67.258075483,client-7,recv
69.32781303099999,client-1,send
69.35797344,client-1,recv
69.38779033600001,client-8,send
69.41803702,client-8,recv
69.418050435,client-2,send
69.447958812,client-2,recv
70.077886883,client-3,send
70.108030617,client-3,recv
70.557592488,client-5,send
70.587987548,client-5,recv
70.917548639,client-15,send
70.94793135100001,client-15,recv
71.48779076800001,client-4,send
71.518050665,client-4,recv
71.96786357299999,client-9,send
71.997906661,client-9,recv
72.327743732,client-7,send
72.35795427699999,client-7,recv
73.88776857699999,client-6,send
73.917910552,client-6,recv
74.247820945,client-1,send
74.277935793,client-1,recv
74.877615608,client-8,send
74.907936576,client-8,recv
74.908114658,client-3,send
74.908122158,client-2,send
74.938081928,client-3,recv
74.998080277,client-2,recv
75.92753555899999,client-5,send
75.957950798,client-5,recv
76.407590735,client-15,send
76.43804329299999,client-15,recv
76.917772793,client-9,send
76.948326742,client-7,send
76.977898008,client-7,recv
77.067997639,client-9,recv
77.1854614,client-10,assoc
77.397869782,client-4,send
77.428009144,client-4,recv
78.957426509,client-6,send
78.988023725,client-6,recv
79.107808567,client-8,send
79.138016037,client-8,recv
79.767641163,client-1,send
79.79809176799999,client-1,recv
80.00800078600001,client-2,send
80.03807690400001,client-2,recv
80.607771231,client-5,send
80.638267821,client-5,recv
80.638295829,client-15,send
80.667954762,client-15,recv
80.81775575,client-3,send
80.84813230500001,client-3,recv
81.538022082,client-4,send
81.568037193,client-4,recv
82.317721076,client-7,send
82.348096819,client-7,recv
82.437779407,client-9,send
82.468122535,client-9,recv
84.177864256,client-6,send
84.208200275,client-6,recv
84.267958182,client-1,send
84.298234529,client-1,recv
84.747901332,client-5,send
84.777917688,client-5,recv
84.95795388299999,client-8,send
84.988386579,client-8,recv
84.988399901,client-3,send
85.018218202,client-3,recv
85.438005376,client-2,send
85.468127258,client-2,recv
86.308009068,client-4,send
86.338256876,client-4,recv
86.487483777,client-15,send
86.51826879800001,client-15,recv
86.60792707799999,client-9,send
86.638016312,client-9,recv
87.897766702,client-7,send
87.92828582799999,client-7,recv
88.408001659,client-1,send
88.43818522299999,client-1,recv
89.517919312,client-5,send
89.548550774,client-6,send
89.552813554,client-5,recv
89.698283507,client-6,recv
90.057927215,client-3,send
90.088351394,client-3,recv
90.327426825,client-8,send
90.35785124600001,client-8,recv
90.80773526600001,client-2,send
90.838106933,client-2,recv
90.9578517,client-9,send
90.988272325,client-9,recv
91.31654919600001,client-11,assoc
91.437581275,client-15,send
91.468241501,client-15,recv
92.067859839,client-7,send
92.067872995,client-4,send
92.098389509,client-4,recv
92.218476216,client-4,recv
92.75782530900001,client-1,send
92.788324922,client-1,recv
94.74289536100001,client-5,send
94.768050057,client-5,recv
95.067661215,client-6,send
95.09837686,client-6,recv
95.817944818,client-3,send
95.848379222,client-3,recv
95.90799823,client-8,send
95.93817929,client-8,recv
96.17801142100001,client-9,send
96.298429432,client-9,recv
96.417910278,client-7,send
96.53841497699999,client-7,recv
96.71797852200001,client-2,send
96.717992515,client-4,send
96.74831847499999,client-4,recv
96.778165575,client-2,recv
96.957873564,client-15,send
96.98849372100001,client-15,recv
97.61805478999999,client-1,send
97.648335326,client-1,recv
99.14797292,client-6,send
99.178404715,client-6,recv
99.238006443,client-10,send
99.238019823,client-5,send
99.268319209,client-5,recv
99.358453219,client-5,recv
100.078104022,client-8,send
100.108214092,client-8,recv
100.85812466600001,client-9,send
100.888354521,client-9,recv
100.888367744,client-2,send
100.918285637,client-2,recv
101.188221687,client-3,send
101.218460125,client-3,recv
101.278039457,client-7,send
101.308532091,client-7,recv
102.117924184,client-1,send
102.14802543500001,client-1,recv
102.53797963699999,client-15,send
102.568367332,client-15,recv
102.628036111,client-4,send
102.65845001699999,client-4,recv
103.497812756,client-10,send
103.52846636999999,client-10,recv
104.42800256599999,client-8,send
104.458400746,client-8,recv
104.997926964,client-6,send
105.028649543,client-6,recv
105.14793945400001,client-5,send
105.178251702,client-5,recv
105.23802617,client-2,send
105.358324865,client-2,recv
106.258141214,client-3,send
106.288431761,client-3,recv
106.648034143,client-9,send
106.678467133,client-9,recv
106.678481547,client-15,send
106.708483837,client-15,recv
106.708497068,client-4,send
106.738478826,client-4,recv
106.798047599,client-7,send
106.918597227,client-7,recv
107.18831563100001,client-1,send
107.218370381,client-1,recv
107.697816859,client-10,send
107.728545901,client-10,recv
109.28821741300001,client-8,send
109.318556637,client-8,recv
110.098277879,client-2,send
110.128349979,client-2,recv
110.18793924,client-5,send
110.248450623,client-5,recv
110.608264198,client-6,send
110.638564059,client-6,recv
110.878128233,client-7,send
110.908369291,client-7,recv
111.028263865,client-3,send
111.058490815,client-3,recv
111.41822786899999,client-9,send
111.448505135,client-9,recv
112.228180228,client-1,send
112.258481293,client-1,recv
112.34823693,client-4,send
112.378527479,client-4,recv
112.438191909,client-15,send
112.46842363799999,client-15,recv
112.708218191,client-10,send
112.73851679799999,client-10,recv
112.91788370200001,client-12,assoc
113.757817682,client-11,send
113.78847908,client-11,recv
113.93803470600001,client-8,send
113.968499515,client-8,recv
115.618189483,client-9,send
115.648457156,client-9,recv
115.828275307,client-5,send
115.858265646,client-5,recv
116.008207211,client-2,send
116.03845707,client-2,recv
116.218204008,client-6,send
116.24856013899999,client-6,recv
116.668120861,client-3,send
116.698492355,client-3,recv
116.728083388,client-7,send
116.75828654600001,client-7,recv
117.058206936,client-10,send
117.088518312,client-10,recv
117.538051969,client-4,send
117.57511553500001,client-4,recv
117.80802861,client-15,send
117.808043244,client-11,send
117.83835739,client-11,recv
117.870187207,client-1,send
117.898579812,client-11,recv
117.928401318,client-1,recv
119.728199048,client-8,send
119.75839655600001,client-8,recv
119.998136247,client-9,send
120.08865582600001,client-9,recv
120.088668967,client-2,send
120.11852494099999,client-2,recv
120.92803344699999,client-6,send
120.958642914,client-6,recv
121.01834499899999,client-3,send
121.048508178,client-3,recv
121.4381244,client-5,send
121.528684319,client-5,recv
121.918193145,client-7,send
121.97853247,client-7,recv
122.217977135,client-10,send
122.248712184,client-10,recv
122.248725696,client-1,send
122.33860511099999,client-1,recv
123.148038988,client-4,send
123.17852546499999,client-4,recv
123.238090098,client-11,send
123.26868041,client-11,recv
123.718143868,client-15,send
123.748681366,client-15,recv
124.19828158,client-9,send
124.228537853,client-9,recv
124.738402513,client-8,send
124.76844530999999,client-8,recv
125.21825576,client-3,send
125.24857524000001,client-3,recv
125.27825820700001,client-6,send
125.308675726,client-6,recv
125.728236208,client-2,send
125.758491144,client-2,recv
125.878175124,client-5,send
125.938618382,client-5,recv
126.448265526,client-1,send
126.478541214,client-1,recv
126.688025928,client-10,send
126.718650646,client-10,recv
127.528305981,client-7,send
127.558618759,client-7,recv
127.798131377,client-15,send
127.828482608,client-15,recv
128.578350259,client-4,send
128.608686548,client-4,recv
129.17812681499998,client-11,send
129.20876956,client-11,recv
129.208784122,client-9,send
129.238518045,client-9,recv
129.658305416,client-3,send
129.688703983,client-3,recv
129.98822149,client-2,send
130.01855134000002,client-2,recv
130.378257824,client-8,send
130.408732825,client-8,recv
130.648264765,client-5,send
130.678636444,client-5,recv
131.15823673100002,client-6,send
131.18864219300002,client-6,recv
131.247927766,client-1,send
131.278502653,client-1,recv
131.968211864,client-7,send
131.998634646,client-7,recv
132.38828978299998,client-10,send
132.418745585,client-10,recv
132.65837176800002,client-12,send
132.68875528499998,client-12,recv
133.048268528,client-4,send
133.078645974,client-4,recv
133.228339675,client-11,send
133.25876072399998,client-11,recv
133.64828667100002,client-15,send
133.678756825,client-15,recv
133.978387461,client-9,send
134.00866847199998,client-9,recv
134.18828130999998,client-2,send
134.218597597,client-2,recv
134.428029687,client-3,send
134.458770928,client-3,recv
135.628338574,client-6,send
135.65866493599998,client-6,recv
135.71839146300002,client-1,send
135.74859095099998,client-1,recv
135.77820770999998,client-5,send
135.808641749,client-5,recv
135.98835267500002,client-8,send
136.01868199700002,client-8,recv
136.468482513,client-10,send
136.498718154,client-10,recv
136.738227616,client-7,send
136.768551064,client-7,recv
136.888377365,client-12,send
136.918725662,client-12,recv
137.84834013999998,client-15,send
137.878680134,client-15,recv
138.35822658200001,client-4,send
138.508792205,client-4,recv
139.138334489,client-9,send
139.19879772599998,client-9,recv
139.22824801800002,client-11,send
139.258726089,client-11,recv
139.588234237,client-3,send
139.61877661900002,client-3,recv
139.61879001900002,client-2,send
139.648665668,client-2,recv
140.187266014,client-14,assoc
140.93830363700002,client-5,send
140.968719273,client-5,recv
141.238028287,client-6,send
141.268811015,client-6,recv
141.41839707499997,client-8,send
141.448497625,client-8,recv
141.508351232,client-7,send
141.53874783400002,client-7,recv
141.627945564,client-1,send
141.658680196,client-1,recv
141.868272247,client-10,send
141.898801478,client-10,recv
142.198308464,client-12,send
142.22882379200001,client-12,recv
143.03829149900002,client-15,send
143.068576439,client-15,recv
143.51846341,client-4,send
143.548713599,client-4,recv
143.90825568,client-11,send
143.938499343,client-11,recv
144.478327378,client-9,send
144.50863263099998,client-9,recv
144.62819281400002,client-2,send
144.658630529,client-2,recv
144.718367178,client-3,send
144.74867201400002,client-3,recv
145.31839087199998,client-6,send
145.348821469,client-6,recv
146.188211287,client-8,send
146.21852550300002,client-8,recv
146.638308593,client-5,send
146.66874166,client-5,recv
146.788561732,client-1,send
146.818652977,client-1,recv
147.418204207,client-7,send
147.56887278500002,client-7,recv
147.598268873,client-4,send
147.628765327,client-4,recv
147.688258771,client-10,send
147.71884634300002,client-10,recv
147.868398781,client-12,send
147.898785471,client-12,recv
148.49829252799998,client-15,send
148.528770187,client-15,recv
149.100606762,client-2,send
149.12865406900002,client-2,recv
149.638291909,client-11,send
149.66887359999998,client-11,recv
150.178322443,client-9,send
150.20883224600001,client-9,recv
150.35837718599998,client-3,send
150.388891771,client-3,recv
150.65825339699998,client-8,send
150.68852302,client-8,recv
150.748322238,client-6,send
150.778446838,client-6,recv
151.16833096,client-5,send
151.198878345,client-5,recv
151.97845037899998,client-10,send
152.038883252,client-10,recv
152.098426941,client-12,send
152.128925787,client-12,recv
152.48828203,client-1,send
152.518669281,client-1,recv
152.578426704,client-7,send
152.60874152099998,client-7,recv
152.998445216,client-4,send
153.028931595,client-4,recv
153.508417222,client-15,send
153.53884247,client-15,recv
154.258468929,client-9,send
154.288830722,client-9,recv
154.58839887800002,client-3,send
154.618776097,client-3,recv
154.948371009,client-11,send
154.97854636,client-11,recv
155.008487734,client-2,send
155.03846593400002,client-2,recv
155.36846829700002,client-6,send
155.39885253100002,client-6,recv
156.088354755,client-10,send
156.118727237,client-10,recv
156.53838914600001,client-8,send
156.568801418,client-8,recv
156.59820632999998,client-5,send
156.628884142,client-5,recv
157.018326473,client-1,send
157.048685035,client-1,recv
157.528450243,client-12,send
157.558940097,client-12,recv
158.218351872,client-14,send
158.248737947,client-14,recv
158.248879109,client-15,send
158.278817714,client-15,recv
158.27891247099998,client-7,send
158.30880447599998,client-7,recv
158.638442487,client-3,send
158.668714675,client-3,recv
158.848097949,client-4,send
158.87895105500002,client-4,recv
159.658371349,client-6,send
159.688873843,client-6,recv
159.68888840900001,client-9,send
159.718822229,client-9,recv
160.498430052,client-11,send
160.528940804,client-11,recv
160.888600367,client-2,send
160.918791127,client-2,recv
161.218493701,client-5,send
161.248822956,client-5,recv
161.698446655,client-8,send
161.728836885,client-8,recv
162.088550292,client-10,send
162.118957306,client-10,recv
162.358411142,client-7,send
162.388833208,client-7,recv
162.838426675,client-1,send
162.868896656,client-1,recv
163.018387734,client-14,send
163.048835696,client-14,recv
163.078195558,client-12,send
163.109016963,client-12,recv
163.768200113,client-6,send
163.798970642,client-6,recv
163.918568905,client-4,send
163.948793683,client-4,recv
164.128447128,client-15,send
164.158864336,client-15,recv
164.308481403,client-9,send
164.338897134,client-9,recv
164.458410222,client-3,send
164.488957497,client-3,recv
165.508099087,client-5,send
165.53846764,client-5,recv
166.228394627,client-11,send
166.258995401,client-11,recv
166.588536466,client-2,send
166.618786009,client-2,recv
166.768211457,client-10,send
166.79896672,client-10,recv
167.03319741299998,client-13,assoc
167.338637602,client-8,send
167.36890044999998,client-8,recv
167.788444689,client-7,send
167.818790489,client-7,recv
167.818804339,client-12,send
167.848965744,client-12,recv
168.118468209,client-4,send
168.148796701,client-4,recv
168.298754824,client-6,send
168.328558556,client-6,recv
168.77836222599998,client-14,send
168.778376492,client-1,send
168.808918697,client-1,recv
168.899090284,client-1,recv
169.37841002800002,client-9,send
169.408907134,client-9,recv
169.46844761,client-15,send
169.498960644,client-15,recv
169.618513936,client-5,send
169.64893765800002,client-5,recv
170.398552115,client-3,send
170.42890574799998,client-3,recv
170.668459837,client-2,send
170.70112818500002,client-2,recv
170.818473149,client-11,send
170.848720076,client-11,recv
171.418464804,client-8,send
171.448582992,client-8,recv
172.408455219,client-10,send
172.40846868699998,client-7,send
172.43858457000002,client-10,recv
172.49905327,client-7,recv
172.768209526,client-4,send
172.798950733,client-4,recv
172.799047065,client-6,send
172.828989025,client-6,recv
172.97863374300002,client-1,send
173.009285102,client-12,send
173.01118202499998,client-1,recv
173.03898346,client-12,recv
173.190779448,client-14,send
173.399081981,client-14,recv
173.428455511,client-9,send
173.45894860599998,client-9,recv
174.14857501100002,client-5,send
174.17887637400003,client-5,recv
174.598656536,client-3,send
174.62897994,client-3,recv
175.108355332,client-15,send
175.138922294,client-15,recv
176.098391381,client-2,send
176.128962771,client-2,recv
176.848559575,client-8,send
176.848573536,client-11,send
176.881382497,client-11,recv
176.969076884,client-11,recv
177.208625056,client-4,send
177.238961627,client-4,recv
177.44856739300002,client-7,send
177.478950861,client-7,recv
177.50848347000002,client-10,send
177.539024196,client-10,recv
177.62853841700002,client-1,send
177.658928516,client-1,recv
177.718486618,client-14,send
177.749024225,client-14,recv
178.528476356,client-6,send
178.55897166800003,client-6,recv
178.558985689,client-12,send
178.588965972,client-12,recv
178.67853887200002,client-5,send
178.711215765,client-5,recv
179.218542235,client-15,send
179.24903744300002,client-3,send
179.278966761,client-3,recv
179.339131245,client-15,recv
179.428664611,client-9,send
179.461142453,client-9,recv
181.258564601,client-11,send
181.288970799,client-11,recv
181.558595205,client-10,send
181.58900221800002,client-10,recv
181.738701702,client-4,send
181.768911808,client-4,recv
181.978622884,client-7,send
182.00905453299998,client-7,recv
182.038644542,client-2,send
182.069029995,client-2,recv
182.16033694400002,client-1,send
182.309182483,client-1,recv
182.668427877,client-8,send
182.699186941,client-8,recv
182.96861491599998,client-14,send
182.999145869,client-14,recv
183.74860849799998,client-15,send
183.77909444600002,client-3,send
183.780641467,client-15,recv
183.808979578,client-3,recv
183.838544505,client-6,send
183.86909390099999,client-6,recv
183.86911401700002,client-9,send
183.89902128,client-9,recv
184.168220311,client-12,send
184.199023792,client-12,recv
184.408557118,client-5,send
184.43926410999998,client-5,recv
184.70881602999998,client-13,send
184.73874955099998,client-13,recv
185.968663561,client-4,send
185.99886929500002,client-4,recv
186.238875737,client-2,send
186.26885157599997,client-2,recv
186.508645338,client-7,send
186.540916604,client-7,recv
186.688592256,client-1,send
186.719096149,client-1,recv
186.80885744699998,client-11,send
186.838959095,client-11,recv
186.868630152,client-8,send
186.899108067,client-8,recv
187.31862732,client-10,send
187.348878959,client-10,recv
188.098656159,client-9,send
188.1290998,client-9,recv
188.728698988,client-14,send
188.758909721,client-14,recv
189.448587245,client-3,send
189.47902163100002,client-3,recv
189.479049487,client-6,send
189.50905935699998,client-6,recv
189.68864992200002,client-15,send
189.719227537,client-15,recv
189.988688718,client-13,send
190.01901509,client-13,recv
190.138653194,client-12,send
190.169057509,client-12,recv
190.378652939,client-5,send
190.948698451,client-8,send
190.978824286,client-8,recv
191.159295549,client-5,recv
191.758656677,client-2,send
191.788889885,client-2,recv
191.788999256,client-1,send
191.81896463500001,client-1,recv
191.908359003,client-10,send
191.93895776300002,client-10,recv
191.939078956,client-4,send
191.97052118099998,client-4,recv
192.238768062,client-7,send
192.508571657,client-11,send
192.539139028,client-11,recv
192.89940831500002,client-7,recv
193.228682526,client-14,send
193.259125978,client-14,recv
193.40878684700002,client-9,send
193.43884076299997,client-9,recv
193.678643908,client-3,send
193.710902462,client-3,recv
193.978751201,client-15,send
194.009131729,client-15,recv
194.66873713299998,client-13,send
194.701268523,client-13,recv
194.938430986,client-12,send
194.96885212,client-12,recv
195.208437141,client-6,send
195.240454942,client-6,recv
195.598510604,client-8,send
195.629052119,client-8,recv
195.838614836,client-1,send
195.868676969,client-1,recv
196.018675246,client-5,send
196.11385475900002,client-5,recv
196.288760471,client-2,send
196.318795379,client-2,recv
196.34868044200002,client-10,send
196.380736698,client-10,recv
197.458843151,client-9,send
197.489308794,client-4,send
197.519341922,client-4,recv
197.549461991,client-7,send
197.57912987199998,client-7,recv
197.60860697200002,client-11,send
197.640759941,client-11,recv
197.759225922,client-9,recv
198.508762485,client-14,send
198.62918262,client-14,recv
198.98863533600002,client-3,send
199.019234064,client-3,recv
199.4986243,client-15,send
199.529065252,client-15,recv
199.588646896,client-13,send
199.61906658499998,client-13,recv
199.67855871,client-12,send
199.710682365,client-12,recv
199.91863662100002,client-6,send
199.94901226300001,client-6,recv
200.128621804,client-8,send
200.15893711500001,client-8,recv
200.458720255,client-5,send
200.489087839,client-5,recv
201.088724289,client-10,send
201.118955324,client-10,recv
201.26875178699999,client-1,send
201.299029949,client-1,recv
201.688690487,client-9,send
201.71911968,client-9,recv
