time_s,node,event
4.765924377999999,client-2,assoc
15.892132211,client-1,assoc
15.89681399,client-8,assoc
27.179880341,client-2,send
27.477455534,client-2,recv
29.302270457,client-9,assoc
29.307205388,client-5,assoc
32.037334324,client-1,send
32.067385071000004,client-1,recv
33.082968638,client-4,assoc
33.084097265,client-3,assoc
33.086334579,client-7,assoc
33.088524008,client-15,assoc
33.117476727,client-2,send
33.147472572,client-2,recv
33.777199973,client-8,send
33.807442001000005,client-8,recv
36.627494938000005,client-1,send
36.657633559000004,client-1,recv
37.977291374,client-8,send
38.00745428,client-8,recv
38.517698556000006,client-2,send
38.547695590000004,client-2,recv
40.287583828,client-9,send
40.317734369,client-9,recv
41.847604732,client-1,send
41.877525389,client-1,recv
42.507587414,client-8,send
42.537554661,client-8,recv
43.977897606,client-2,send
44.007996174,client-2,recv
44.607576779000006,client-9,send
44.637587578,client-9,recv
45.777405241000004,client-5,send
45.867814807,client-1,send
45.897577979000005,client-1,recv
45.957543734,client-5,recv
46.047692823999995,client-15,send
46.077635263999994,client-15,recv
47.93746147,client-8,send
47.967453184,client-8,recv
48.712140855,client-6,assoc
49.347695392,client-9,send
49.377596325999995,client-9,recv
49.948085034,client-2,send
49.97809174,client-2,recv
50.277590003,client-1,send
50.307546654,client-1,recv
50.457712058999995,client-5,send
50.577714168,client-5,recv
51.477610754000004,client-15,send
51.507865369,client-15,recv
51.867769038,client-3,send
51.897962063,client-3,recv
53.397667078,client-8,send
53.42769095,client-8,recv
53.907532348000004,client-9,send
53.937210376,client-9,recv
54.29774809600001,client-1,send
54.327689138000004,client-1,recv
55.19828897,client-2,send
55.228227204,client-2,recv
55.497631978,client-4,send
55.527800225,client-4,recv
55.767769798,client-5,send
55.797834684,client-5,recv
55.917397188,client-3,send
55.947756184,client-3,recv
56.937569357,client-15,send
56.967629471,client-15,recv
58.317746512999996,client-8,send
58.347865909,client-8,recv
58.827718146,client-1,send
58.857757486000004,client-1,recv
59.817693252999995,client-4,send
59.847853877,client-4,recv
59.937668157,client-9,send
59.967414072,client-9,recv
60.087830752,client-5,send
60.11797984,client-5,recv
60.807429754,client-3,send
60.837460352,client-3,recv
61.168340201,client-2,send
61.198296161,client-2,recv
61.857753811,client-15,send
61.887905687,client-15,recv
62.66770034100001,client-8,send
62.697971245,client-8,recv
63.747723744000005,client-1,send
63.777874776,client-1,recv
64.467698879,client-9,send
64.498040962,client-9,recv
64.617775559,client-4,send
64.64785076700001,client-4,recv
64.91814363099999,client-5,send
64.948180995,client-5,recv
65.72762422,client-3,send
65.75760315900001,client-3,recv
66.597455305,client-15,send
66.627823744,client-15,recv
67.198369346,client-2,send
67.228404818,client-2,recv
67.228500458,client-8,send
67.258026887,client-8,recv
68.847766073,client-1,send
68.878021204,client-1,recv
69.56774347,client-4,send
69.59757438400001,client-4,recv
69.868315495,client-5,send
69.898422513,client-5,recv
69.957959755,client-9,send
69.988051496,client-9,recv
70.55775168699999,client-3,send
70.587741127,client-3,recv
70.64782045499999,client-15,send
70.67785874500001,client-15,recv
71.247974004,client-2,send
71.278180358,client-2,recv
71.337857351,client-7,send
